0;0;0;0;land;false;unknown;0
1;179;37;1;land;false;plains;7
2;110;14;1;land;false;plains;7
3;158;236;1;land;false;mountain;7
4;30;139;1;land;true;hills;7
5;174;238;1;land;true;plains;7
6;8;172;1;land;true;plains;7
7;236;212;1;land;true;desert;7
8;31;176;1;land;true;hills;7
9;157;52;1;land;false;plains;7
10;134;52;1;land;false;plains;7
11;146;170;1;land;true;hills;7
12;24;237;1;land;true;desert;7
13;130;241;1;land;false;hills;7
14;100;143;1;land;false;plains;7
15;62;207;1;land;false;plains;7
16;72;98;1;land;false;desert;7
17;246;212;1;land;true;plains;7
18;214;92;1;land;false;plains;7
19;22;181;1;land;false;forest;7
20;20;22;1;land;true;hills;7
21;128;4;1;land;true;plains;7
22;185;130;1;land;false;plains;7
23;119;20;1;land;false;plains;7
24;224;251;1;land;true;plains;7
25;23;206;1;land;true;plains;7
26;0;88;1;land;true;plains;7
27;211;22;1;land;true;hills;7
28;138;158;1;land;false;plains;7
29;34;88;1;land;false;hills;7
30;168;123;1;land;false;plains;7
31;133;241;1;land;false;plains;7
32;35;49;1;land;false;hills;7
33;215;90;1;land;false;plains;7
34;59;7;1;land;true;hills;7
35;48;167;1;land;false;plains;7
36;229;176;1;land;true;plains;7
37;204;30;1;land;true;jungle;7
38;142;166;1;land;true;plains;7
39;22;23;1;land;false;hills;7
40;195;186;1;land;false;plains;7
41;110;6;1;land;true;plains;7
42;224;177;1;land;false;desert;7
43;109;198;1;land;true;hills;7
44;63;224;1;land;false;plains;7
45;8;130;1;land;true;plains;7
46;108;138;1;land;true;hills;7
47;82;11;1;land;true;desert;7
48;93;126;1;land;true;forest;7
49;168;100;1;land;false;plains;7
50;56;120;1;land;false;plains;7
51;53;3;1;land;true;plains;7
52;88;107;1;land;true;hills;7
53;15;213;1;land;true;plains;7
54;133;222;1;land;true;hills;7
55;70;88;1;land;true;plains;7
56;151;69;1;land;true;hills;7
57;214;245;1;land;false;plains;7
58;123;1;1;land;false;desert;7
59;120;192;1;land;true;jungle;7
60;244;202;1;land;true;hills;7
61;105;200;1;land;false;plains;7
62;123;77;1;land;false;plains;7
63;30;140;1;land;true;plains;7
64;233;21;1;land;true;plains;7
65;67;253;1;land;false;plains;7
66;246;163;1;land;true;jungle;7
67;10;84;1;land;false;plains;7
68;5;61;1;land;false;plains;7
69;209;224;1;land;false;desert;7
70;215;100;1;land;true;hills;7
71;176;189;1;land;true;plains;7
72;74;94;1;land;false;plains;7
73;188;219;1;land;true;plains;7
74;53;176;1;land;true;plains;7
75;35;80;1;land;true;forest;7
76;209;205;1;land;true;plains;7
77;52;221;1;land;false;plains;7
78;175;204;1;land;false;desert;7
79;172;127;1;land;false;plains;7
80;88;212;1;land;true;plains;7
81;245;254;1;land;true;forest;7
82;128;159;1;land;false;hills;7
83;69;59;1;land;false;plains;7
84;21;205;1;land;true;plains;7
85;56;104;1;land;true;mountain;7
86;63;149;1;land;true;hills;7
87;137;44;1;land;true;plains;7
88;146;117;1;land;false;plains;7
89;118;46;1;land;true;forest;7
90;52;128;1;land;false;forest;7
91;121;13;1;land;true;forest;7
92;40;221;1;land;false;desert;7
93;181;83;1;land;true;plains;7
94;27;100;1;land;true;plains;7
95;26;78;1;land;false;forest;7
96;151;251;1;land;true;hills;7
97;59;155;1;land;true;hills;7
98;216;99;1;land;true;hills;7
99;133;32;1;land;true;desert;7
100;16;183;1;land;false;desert;7
101;74;13;1;land;false;plains;7
102;35;193;1;land;false;plains;7
103;98;47;1;land;true;plains;7
104;59;25;1;land;false;mountain;7
105;119;96;1;land;true;mountain;7
106;124;174;1;land;false;hills;7
107;99;16;1;land;true;plains;7
108;42;142;1;land;false;forest;7
109;185;110;1;land;true;hills;7
110;184;198;1;land;true;plains;7
111;70;16;1;land;false;plains;7
112;174;237;1;land;true;plains;7
113;112;78;1;land;true;hills;7
114;142;218;1;land;false;hills;7
115;95;199;1;land;true;mountain;7
116;6;93;1;land;false;plains;7
117;31;224;1;land;false;plains;7
118;180;183;1;land;false;plains;7
119;35;175;1;land;false;hills;7
120;228;48;1;land;false;plains;7
121;164;169;1;land;true;plains;7
122;162;43;1;land;false;plains;7
123;17;1;1;land;false;desert;7
124;199;16;1;land;true;plains;7
125;136;154;1;land;true;hills;7
126;172;195;1;land;false;forest;7
127;83;183;1;land;true;plains;7
128;83;68;1;land;false;plains;7
129;123;208;1;land;false;plains;7
130;31;195;1;land;true;jungle;7
131;216;137;1;land;true;hills;7
132;179;1;1;land;false;plains;7
133;46;225;1;land;false;plains;7
134;228;113;1;land;true;plains;7
135;212;222;1;land;false;plains;7
136;218;154;1;land;false;plains;7
137;193;250;1;land;false;forest;7
138;183;112;1;land;false;plains;7
139;9;209;1;land;false;plains;7
140;197;87;1;land;true;plains;7
141;110;103;1;land;false;desert;7
142;253;88;1;land;true;plains;7
143;95;19;1;land;false;plains;7
144;85;168;1;land;true;plains;7
145;2;35;1;land;false;plains;7
146;25;72;1;land;true;plains;7
147;107;220;1;land;false;hills;7
148;110;72;1;land;true;plains;7
149;235;70;1;land;true;plains;7
150;68;60;1;land;true;plains;7
151;202;12;1;land;true;plains;7
152;242;198;1;land;false;desert;7
153;231;210;1;land;true;plains;7
154;0;234;1;land;true;jungle;7
155;225;244;1;land;false;desert;7
156;205;67;1;land;false;desert;7
157;110;48;1;land;false;mountain;7
158;161;215;1;land;false;plains;7
159;154;169;1;land;false;plains;7
160;76;31;1;land;true;plains;7
161;31;73;1;land;false;mountain;7
162;195;249;1;land;true;plains;7
163;205;139;1;land;false;plains;7
164;75;246;1;land;false;plains;7
165;205;148;1;land;true;plains;7
166;13;137;1;land;true;hills;7
167;170;134;1;land;true;plains;7
168;70;31;1;land;false;plains;7
169;82;168;1;land;false;mountain;7
170;24;64;1;land;true;plains;7
171;113;153;1;land;false;desert;7
172;124;45;1;land;true;plains;7
173;34;148;1;land;false;plains;7
174;12;28;1;land;false;plains;7
175;26;125;1;land;true;plains;7
176;85;32;1;land;true;plains;7
177;216;123;1;land;false;plains;7
178;213;27;1;land;true;hills;7
179;34;116;1;land;true;plains;7
180;192;230;1;land;true;plains;7
181;219;192;1;land;true;hills;7
182;208;49;1;land;false;plains;7
183;163;61;1;land;true;plains;7
184;5;33;1;land;true;plains;7
185;60;97;1;land;false;plains;7
186;205;220;1;land;true;hills;7
187;15;159;1;land;true;plains;7
188;222;177;1;land;true;plains;7
189;97;16;1;land;false;forest;7
190;189;232;1;land;false;plains;7
191;121;108;1;land;false;plains;7
192;9;170;1;land;true;jungle;7
193;130;247;1;land;true;plains;7
194;27;131;1;land;true;hills;7
195;49;8;1;land;false;plains;7
196;80;56;1;land;false;hills;7
197;250;118;1;land;false;forest;7
198;119;59;1;land;true;plains;7
199;9;198;1;land;true;desert;7
200;98;38;1;land;true;plains;7
201;55;230;1;land;false;plains;7
202;242;235;1;land;true;plains;7
203;115;112;1;land;false;hills;7
204;45;53;1;land;false;plains;7
205;207;83;1;land;false;plains;7
206;82;42;1;land;false;plains;7
207;122;182;1;land;false;plains;7
208;254;102;1;land;false;hills;7
209;139;193;1;land;false;plains;7
210;4;50;1;land;false;plains;7
211;128;9;1;land;false;plains;7
212;41;129;1;land;false;plains;7
213;40;219;1;land;true;plains;7
214;190;111;1;land;true;hills;7
215;207;212;1;land;false;plains;7
216;108;71;1;land;false;plains;7
217;134;234;1;land;true;plains;7
218;108;119;1;land;false;plains;7
219;16;150;1;land;false;hills;7
220;23;62;1;land;false;plains;7
221;79;151;1;land;false;plains;7
222;75;102;1;land;false;hills;7
223;250;94;1;land;false;plains;7
224;128;173;1;land;true;forest;7
225;113;1;1;land;true;plains;7
226;227;180;1;land;true;plains;7
227;15;20;1;land;true;plains;7
228;144;130;1;land;true;mountain;7
229;74;125;1;land;false;plains;7
230;68;28;1;land;true;plains;7
231;81;6;1;land;false;hills;7
232;17;41;1;land;true;plains;7
233;85;152;1;land;true;hills;7
234;109;5;1;land;false;plains;7
235;202;0;1;land;true;plains;7
236;77;235;1;land;false;plains;7
237;200;79;1;land;false;plains;7
238;94;179;1;land;false;plains;7
239;183;118;1;land;false;desert;7
240;98;197;1;land;false;plains;7
241;96;114;1;land;true;plains;7
