1;supply_node;4812.00;9.58;2165.00;-1.57;0
1;arms_factory;4808.00;9.59;2163.00;-1.57;0
1;arms_factory;4808.00;9.58;2159.00;-1.57;0
1;arms_factory;4802.00;9.59;2162.00;-1.57;0
1;arms_factory;4811.00;9.58;2163.00;-1.57;0
1;arms_factory;4803.00;9.59;2157.00;-1.57;0
1;arms_factory;4798.00;9.59;2164.00;-1.57;0
1;industrial_complex;4789.00;9.59;2160.00;-1.57;0
1;industrial_complex;4793.00;9.58;2165.00;-1.57;0
1;industrial_complex;4800.00;9.58;2171.00;-1.57;0
1;industrial_complex;4813.00;9.57;2160.00;-1.57;0
1;industrial_complex;4810.00;9.58;2159.00;-1.57;0
1;industrial_complex;4801.00;9.58;2169.00;-1.57;0
1;air_base;4813.00;9.59;2167.00;-1.57;0
1;bunker;4804.00;9.59;2166.00;-1.57;0
1;anti_air_building;4798.00;9.58;2160.00;-1.57;0
1;anti_air_building;4811.00;9.57;2159.00;-1.57;0
1;anti_air_building;4811.00;9.57;2156.00;-1.57;0
1;synthetic_refinery;4794.00;9.59;2156.00;-1.57;0
1;nuclear_reactor_spawn;4812.00;9.58;2162.00;-1.57;0
1;rocket_site_spawn;4811.00;9.59;2169.00;-1.57;0
1;radar_station;4814.00;9.59;2168.00;-1.57;0
1;fuel_silo;4799.00;9.59;2166.00;-1.57;0
1;stronghold_network;4798.00;9.58;2161.00;-1.57;0
1;special_project_facility_spawn;4804.00;9.59;2162.00;-1.57;0
